"Perioden";"Regio's";"Totaal levendgeborenen";"Bruto geboortecijfer";"Levendgeboren jongens";"Levendgeboren meisjes";"Algemeen vruchtbaarheidscijfer";"Gestandaardiseerd vruchtbaarheidscijfer";"Gemiddeld kindertal per vrouw";"Totaal levendgeborenen";"Jonger dan 20 jaar";"20 tot 25 jaar";"25 tot 30 jaar";"30 tot 35 jaar";"35 tot 40 jaar";"40 tot 45 jaar";"45 jaar of ouder";"Totaal levendgeborenen";"1e kind";"2e kind";"3e kind";"4e of volgende kinderen";"Totaal levendgeborenen";"Moeder gehuwd";"Moeder niet-gehuwd";"Gemeente";"Landsdeel";"Provincie";"COROP-gebied";"Stadsgewest";"Grootstedelijke agglomeratie"
"1994";"Zuidwest-Drenthe (CR)";"1688";"12.1";"873";"815";"49.4";"52.1";"1.69";"1688";"17";"163";"644";"629";"215";"19";"1";"1688";"731";"571";"273";"113";"1688";"1536";"152";"";"01";"22";"09";"";""
"1994";"Noord-Overijssel (CR)";"4559";"13.8";"2328";"2231";"53.2";"54.1";"1.74";"4559";"54";"460";"1717";"1676";"554";"90";"8";"4559";"1765";"1574";"784";"436";"4559";"4201";"358";"";"02";"23";"10";"";""
"1994";"Zuidwest-Overijssel (CR)";"1760";"13.4";"886";"874";"51.9";"50.9";"1.64";"1760";"25";"157";"583";"745";"238";"11";"1";"1760";"779";"623";"264";"94";"1760";"1530";"230";"";"02";"23";"11";"";""
"1994";"Twente (CR)";"7534";"12.9";"3813";"3721";"51.4";"53.0";"1.71";"7534";"86";"766";"2582";"3029";"958";"109";"4";"7534";"3218";"2753";"1117";"446";"7534";"6799";"735";"";"02";"23";"12";"";""
"1994";"Veluwe (CR)";"7973";"13.0";"4072";"3901";"50.8";"53.2";"1.71";"7973";"74";"894";"2874";"2953";"1022";"150";"6";"7973";"3209";"2661";"1239";"864";"7973";"7348";"625";"";"02";"25";"13";"";""
"1994";"Achterhoek (CR)";"4491";"12.3";"2337";"2154";"49.7";"52.2";"1.67";"4491";"39";"340";"1419";"2039";"585";"61";"8";"4491";"1897";"1717";"647";"230";"4491";"4039";"452";"";"02";"25";"14";"";""
"1994";"Arnhem/Nijmegen (CR)";"8414";"12.6";"4307";"4107";"46.0";"45.5";"1.47";"8414";"95";"765";"2569";"3532";"1283";"164";"6";"8414";"3918";"3128";"1029";"339";"8414";"7011";"1403";"";"02";"25";"15";"";""
"1994";"Zuidwest-Gelderland (CR)";"2914";"13.9";"1536";"1378";"53.0";"55.1";"1.78";"2914";"28";"323";"1039";"1103";"366";"54";"1";"2914";"1238";"999";"401";"276";"2914";"2698";"216";"";"02";"25";"16";"";""
"1994";"Utrecht (CR)";"14141";"13.3";"7156";"6985";"48.5";"47.3";"1.53";"14141";"153";"1314";"4393";"5641";"2279";"341";"20";"14141";"6305";"4970";"1924";"942";"14141";"12204";"1937";"";"03";"26";"17";"";""
"1994";"Kop van Noord-Holland (CR)";"4518";"13.2";"2333";"2185";"49.7";"53.7";"1.73";"4518";"30";"430";"1646";"1750";"585";"74";"3";"4518";"1913";"1589";"735";"281";"4518";"3810";"708";"";"03";"27";"18";"";""
"1994";"Alkmaar en omgeving (CR)";"2762";"12.4";"1412";"1350";"46.4";"49.8";"1.60";"2762";"28";"244";"897";"1119";"418";"55";"1";"2762";"1228";"970";"406";"158";"2762";"2292";"470";"";"03";"27";"19";"";""
"1994";"IJmond (CR)";"2166";"13.0";"1097";"1069";"52.1";"51.0";"1.64";"2166";"22";"172";"724";"908";"295";"45";"-";"2166";"991";"821";"292";"62";"2166";"1861";"305";"";"03";"27";"20";"";""
"1994";"Agglomeratie Haarlem (CR)";"2457";"11.2";"1305";"1152";"44.4";"44.2";"1.43";"2457";"23";"229";"683";"1009";"446";"63";"4";"2457";"1183";"865";"319";"90";"2457";"1972";"485";"";"03";"27";"21";"";""
"1994";"Zaanstreek (CR)";"1991";"13.5";"1048";"943";"51.1";"50.6";"1.64";"1991";"37";"243";"680";"774";"233";"23";"1";"1991";"932";"765";"221";"73";"1991";"1628";"363";"";"03";"27";"22";"";""
"1994";"Groot-Amsterdam (CR)";"14922";"13.2";"7660";"7262";"47.4";"42.2";"1.42";"14922";"276";"1829";"4107";"5624";"2542";"506";"38";"14922";"7428";"4946";"1598";"950";"14922";"10784";"4138";"";"03";"27";"23";"";""
"1994";"Het Gooi en Vechtstreek (CR)";"2725";"11.6";"1401";"1324";"46.5";"49.1";"1.57";"2725";"18";"204";"732";"1179";"515";"70";"7";"2725";"1210";"1008";"387";"120";"2725";"2352";"373";"";"03";"27";"24";"";""
"1994";"Agglomeratie Leiden en Bollenstreek (CR)";"4855";"12.9";"2464";"2391";"47.6";"46.3";"1.49";"4855";"22";"369";"1577";"2063";"718";"102";"4";"4855";"2175";"1683";"736";"261";"4855";"4263";"592";"";"03";"28";"25";"";""
"1994";"Agglomeratie 's-Gravenhage (CR)";"8464";"12.0";"4374";"4090";"47.3";"46.0";"1.51";"8464";"152";"1283";"2595";"2914";"1314";"198";"8";"8464";"3934";"2988";"1011";"531";"8464";"6564";"1900";"";"03";"28";"26";"";""
"1994";"Delft en Westland (CR)";"2998";"13.7";"1563";"1435";"52.9";"51.6";"1.65";"2998";"13";"211";"1034";"1279";"414";"45";"2";"2998";"1297";"1124";"417";"160";"2998";"2675";"323";"";"03";"28";"27";"";""
"1994";"Oost-Zuid-Holland (CR)";"4592";"14.6";"2396";"2196";"54.0";"55.2";"1.77";"4592";"28";"408";"1563";"1893";"616";"80";"4";"4592";"1841";"1711";"683";"357";"4592";"4209";"383";"";"03";"28";"28";"";""
"1994";"Groot-Rijnmond (CR)";"16247";"12.4";"8348";"7899";"48.0";"47.3";"1.54";"16247";"363";"2542";"5501";"5509";"1974";"328";"30";"16247";"7392";"5627";"2086";"1142";"16247";"13165";"3082";"";"03";"28";"29";"";""
"1994";"Zuidoost-Zuid-Holland (CR)";"5442";"13.6";"2773";"2669";"52.7";"53.4";"1.72";"5442";"63";"758";"2086";"1885";"557";"89";"4";"5442";"2313";"1882";"756";"491";"5442";"4879";"563";"";"03";"28";"30";"";""
"1994";"Zeeuwsch-Vlaanderen (CR)";"1213";"11.3";"599";"614";"46.9";"49.7";"1.61";"1213";"17";"147";"493";"407";"125";"23";"1";"1213";"534";"461";"151";"67";"1213";"1084";"129";"";"03";"29";"31";"";""
"1994";"Overig Zeeland (CR)";"3302";"12.8";"1704";"1598";"52.3";"55.3";"1.79";"3302";"25";"459";"1272";"1104";"363";"74";"5";"3302";"1355";"1088";"484";"375";"3302";"2937";"365";"";"03";"29";"32";"";""
"1994";"West-Noord-Brabant (CR)";"7180";"12.4";"3575";"3605";"47.5";"48.4";"1.55";"7180";"62";"688";"2623";"2923";"786";"91";"7";"7180";"3278";"2664";"903";"335";"7180";"6398";"782";"";"04";"30";"33";"";""
"1994";"Midden-Noord-Brabant (CR)";"5951";"13.1";"3021";"2930";"49.2";"50.1";"1.61";"5951";"76";"507";"2163";"2413";"710";"75";"7";"5951";"2667";"2146";"806";"332";"5951";"5298";"653";"";"04";"30";"34";"";""
"1994";"Noordoost-Noord-Brabant (CR)";"7474";"13.3";"3865";"3609";"50.3";"50.8";"1.63";"7474";"72";"548";"2559";"3273";"938";"81";"3";"7474";"3456";"2634";"1055";"329";"7474";"6650";"824";"";"04";"30";"35";"";""
"1994";"Zuidoost-Noord-Brabant (CR)";"8480";"12.6";"4377";"4103";"48.7";"48.5";"1.55";"8480";"72";"673";"2891";"3769";"977";"96";"2";"8480";"3689";"3216";"1219";"356";"8480";"7559";"921";"";"04";"30";"36";"";""
"1994";"Noord-Limburg (CR)";"3472";"13.0";"1739";"1733";"50.6";"51.7";"1.66";"3472";"30";"307";"1109";"1563";"425";"35";"3";"3472";"1454";"1359";"505";"154";"3472";"3178";"294";"";"04";"31";"37";"";""
"1994";"Midden-Limburg (CR)";"2429";"11.3";"1240";"1189";"44.4";"45.1";"1.45";"2429";"30";"197";"809";"1064";"302";"25";"2";"2429";"1101";"952";"273";"103";"2429";"2196";"233";"";"04";"31";"38";"";""
"1994";"Zuid-Limburg (CR)";"6799";"10.5";"3510";"3289";"41.1";"41.5";"1.34";"6799";"78";"646";"2305";"2815";"871";"80";"4";"6799";"3383";"2491";"697";"228";"6799";"5915";"884";"";"04";"31";"39";"";""
"1994";"Flevoland (CR)";"4208";"16.3";"2177";"2031";"59.5";"58.1";"1.93";"4208";"40";"547";"1420";"1540";"572";"88";"1";"4208";"1698";"1524";"628";"358";"4208";"3654";"554";"";"02";"24";"40";"";""
"1994";"Groningen (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Leeuwarden (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Zwolle (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Enschede (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Apeldoorn (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Arnhem (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Nijmegen (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Amersfoort (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Utrecht (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Amsterdam (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Haarlem (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Leiden (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"'s-Gravenhage (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Rotterdam (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Dordrecht (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Breda (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Tilburg (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"'s-Hertogenbosch (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Eindhoven (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Geleen/Sittard (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Heerlen (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Maastricht (SG)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Groningen (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Leeuwarden (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Zwolle (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Enschede (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Apeldoorn (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Arnhem (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Nijmegen (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Amersfoort (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Utrecht (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Amsterdam (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Haarlem (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Leiden (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"'s-Gravenhage (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Rotterdam (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Dordrecht (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Breda (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Tilburg (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"'s-Hertogenbosch (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Eindhoven (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Geleen/Sittard (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Heerlen (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Maastricht (GA)";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Aa en Hunze";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Aalburg";"197";"17.7";"97";"100";"70.8";"72.1";"2.32";"197";"2";"27";"77";"66";"22";"3";"-";"197";"77";"63";"27";"30";"197";"195";"2";"0738";"04";"30";"34";"";""
"1994";"Aalsmeer";"270";"12.3";"144";"126";"47.9";"50.5";"1.61";"270";"3";"8";"95";"112";"47";"3";"2";"270";"94";"127";"43";"6";"270";"247";"23";"0358";"03";"27";"23";"";""
"1994";"Aalten";"237";"12.9";"127";"110";"54.3";"56.7";"1.82";"237";"1";"18";"74";"118";"22";"4";"-";"237";"84";"83";"53";"17";"237";"219";"18";"0197";"02";"25";"14";"";""
"1994";"Ter Aar";"135";"14.5";"74";"61";"54.2";"58.4";"1.89";"135";"1";"7";"56";"54";"17";"-";"-";"135";"60";"38";"31";"6";"135";"128";"7";"0480";"03";"28";"28";"";""
"1994";"Aardenburg";"22";"6.0";"9";"13";"27.0";"29.9";"1.01";"22";"-";"1";"8";"11";"2";"-";"-";"22";"7";"11";"4";"-";"22";"19";"3";"0648";"03";"29";"31";"";""
"1994";"Aarle-Rixtel";"66";"11.2";"38";"28";"42.7";"45.5";"1.43";"66";"1";"5";"14";"39";"7";"-";"-";"66";"34";"22";"8";"2";"66";"63";"3";"0739";"04";"30";"36";"";""
"1994";"Abcoude";"115";"14.3";"49";"66";"57.1";"62.2";"1.98";"115";"-";"4";"33";"55";"19";"4";"-";"115";"44";"51";"16";"4";"115";"102";"13";"0305";"03";"26";"17";"";""
"1994";"Achtkarspelen";"337";"12.1";"205";"132";"47.4";"50.4";"1.62";"337";"3";"42";"133";"111";"44";"3";"1";"337";"130";"117";"58";"32";"337";"311";"26";"0059";"01";"21";"04";"";""
"1994";"Adorp";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Aduard";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1994";"Akersloot";"78";"16.1";"38";"40";"66.1";"61.6";"2.04";"78";"-";"5";"28";"30";"13";"2";"-";"78";"34";"23";"16";"5";"78";"73";"5";"0360";"03";"27";"19";"";""
"1994";"Alblasserdam";"256";"14.5";"129";"127";"59.9";"58.1";"1.89";"256";"5";"45";"94";"75";"32";"5";"-";"256";"99";"97";"33";"27";"256";"241";"15";"0482";"03";"28";"30";"";""
"1994";"Albrandswaard";"158";"10.5";"84";"74";"41.7";"43.6";"1.41";"158";"-";"11";"50";"73";"23";"1";"-";"158";"59";"76";"13";"10";"158";"148";"10";"0613";"03";"28";"29";"";""
"1994";"Alkemade";"187";"13.0";"84";"103";"50.3";"49.8";"1.57";"187";"-";"8";"67";"92";"19";"1";"-";"187";"83";"65";"34";"5";"187";"175";"12";"0483";"03";"28";"25";"";""
"1994";"Alkmaar";"1179";"12.7";"592";"587";"45.8";"46.1";"1.50";"1179";"23";"136";"374";"437";"183";"25";"1";"1179";"551";"410";"145";"73";"1179";"892";"287";"0361";"03";"27";"19";"";""
"1994";"Almelo";"843";"13.0";"449";"394";"50.8";"52.5";"1.69";"843";"27";"156";"287";"281";"80";"12";"-";"843";"386";"299";"114";"44";"843";"699";"144";"0141";"02";"23";"12";"";""
